Course_Number,Title,Category,AI_Metadata_Rating_10,Rating_Tier,Rating_Factors,Source_Rating_5,Source_Review_Count,Likes,Dislikes,Like_Ratio_Percent,Listed_Price_INR,Image_Path,Title_Language_Hint,Exact_Duplicate_Count,Rating_Note
"705","Be Your YOUnique By Shruti Sethi","Business & Sales","9.1","Very strong metadata signal","good source rating; high review volume; very positive reactions","4.8","855","55","1","98.2",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_1402_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"2292","Become a Successful Manifestation Coach","Business & Sales","9.1","Very strong metadata signal","good source rating; high review volume; very positive reactions","4.7","924","89","0","100",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_2262_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"2520","Becoming Irresistibly Sexy By Sheila Kelley","Business & Sales","9.1","Very strong metadata signal","good source rating; high review volume; very positive reactions","4.7","860","55","1","98.2",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_756_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"3158","Beginner Guitar Ukulele Course","Business & Sales","9.1","Very strong metadata signal","strong source rating; moderate review volume; positive reactions","4.9","666","21","2","91.3",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_718_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"3141","Being Women By Dr. Vasu","Business & Sales","9.1","Very strong metadata signal","good source rating; high review volume; very positive reactions","4.8","887","72","3","96",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_1025_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"2170","BOY TO MAN COURSE","Business & Sales","9.1","Very strong metadata signal","strong source rating; moderate review volume; very positive reactions","4.9","660","55","1","98.2",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_501_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"1259","Brandon McMillan Teaches Dog Training","Business & Sales","9.1","Very strong metadata signal","strong source rating; high review volume; positive reactions","5","953","38","4","90.5",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_2568_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"1099","Break the Mold 27 28 29 April 2026 Live Event By Vinh Giang","Business & Sales","9.1","Very strong metadata signal","strong source rating; high review volume; positive reactions","5","983","38","4","90.5",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_1762_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"1520","BSR's Copywriting Mastery","Business & Sales","9.1","Very strong metadata signal","good source rating; moderate review volume; very positive reactions; clear/specific title","4.7","410","55","1","98.2",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_120_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"3160","Budget Guitar Ukulele Course Combo with FREE Guitar & Ukulele","Business & Sales","9.1","Very strong metadata signal","good source rating; high review volume; very positive reactions","4.7","740","55","1","98.2",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_226_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"882","Building Better Boundaries By Pallavi Barnwal","Business & Sales","9.1","Very strong metadata signal","strong source rating; moderate review volume; very positive reactions","4.9","604","89","0","100",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_1693_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"2521","Calling in “The One” By Katherine Woodward Thomas","Business & Sales","9.1","Very strong metadata signal","good source rating; high review volume; very positive reactions","4.8","897","72","3","96",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_1840_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"1477","Cohort Two Aevy's Video Mastery School","Business & Sales","9.1","Very strong metadata signal","good source rating; moderate review volume; very positive reactions","4.8","519","89","0","100",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_944_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"2661","Commodity MCX Pro Course Daily Live Training in Commodity & Technicals Course ( Premium Live Class )","Business & Sales","9.1","Very strong metadata signal","good source rating; high review volume; very positive reactions","4.8","977","72","3","96",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_1595_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"3254","Complete HISTORY Course for PRELIMS 2025","Business & Sales","9.1","Very strong metadata signal","strong source rating; high review volume; positive reactions","4.9","818","38","4","90.5",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_1828_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"2370","Complete Revit Way to BIM","Business & Sales","9.1","Very strong metadata signal","strong source rating; moderate review volume; very positive reactions","4.9","410","55","1","98.2",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_717_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"3447","Content Creation Course by Ankur Warikoo (Pepper Content)","Business & Sales","9.1","Very strong metadata signal","strong source rating; moderate review volume; very positive reactions","5","309","89","0","100",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_2038_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"1267","Corey Damen Jenkins Teaches Interior Design","Business & Sales","9.1","Very strong metadata signal","strong source rating; moderate review volume; very positive reactions","5","399","89","0","100",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_2423_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"1917","COS (Concept of Stop Loss HUNTING)","Business & Sales","9.1","Very strong metadata signal","good source rating; moderate review volume; very positive reactions","4.8","649","89","0","100",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_2656_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"561","Creative Visualisation Mastery by Nisha Jain","Business & Sales","9.1","Very strong metadata signal","good source rating; moderate review volume; very positive reactions","4.8","627","72","3","96",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_640_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"1280","David Lynch Teaches Creativity and Film","Business & Sales","9.1","Very strong metadata signal","good source rating; high review volume; very positive reactions","4.7","880","55","1","98.2",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_2021_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"1281","David Mamet Teaches Dramatic Writing","Business & Sales","9.1","Very strong metadata signal","good source rating; high review volume; very positive reactions","4.8","917","72","3","96",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_2197_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"1017","Day Holistic Freedom Course By Dr Puran Sharma","Business & Sales","9.1","Very strong metadata signal","good source rating; moderate review volume; very positive reactions","4.8","499","89","0","100",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_2852_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"2356","DDE All Workshop In One Bundle BY RAJEEV MEHTA","Business & Sales","9.1","Very strong metadata signal","good source rating; high review volume; very positive reactions","4.7","742","72","3","96",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_2275_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"2347","Decision Making for a Good Life","Business & Sales","9.1","Very strong metadata signal","strong source rating; moderate review volume; very positive reactions","5","409","89","0","100",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_2404_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"1143","Demartini Leadership Bundle By Dr. John Demartini","Business & Sales","9.1","Very strong metadata signal","strong source rating; high review volume; positive reactions","5","911","21","2","91.3",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_2037_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"2453","Design like A Pro 2.0 New Course","Business & Sales","9.1","Very strong metadata signal","good source rating; high review volume; positive reactions","4.8","931","21","2","91.3",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_3090_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"3478","Digital Pratik Content Machine Kickstarter Workshop","Business & Sales","9.1","Very strong metadata signal","strong source rating; moderate review volume; positive reactions","4.9","606","21","2","91.3",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_1175_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"2660","Direct Selling Gurukul by Mr. Sonu Sharma","Business & Sales","9.1","Very strong metadata signal","good source rating; high review volume; very positive reactions","4.7","940","55","1","98.2",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_3052_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"1602","DISCIPLINE 2026","Business & Sales","9.1","Very strong metadata signal","strong source rating; high review volume; very positive reactions","4.9","894","89","0","100",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_1415_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"2221","DIVINE GANESH & MAHALAKSHMI SADHANA","Business & Sales","9.1","Very strong metadata signal","good source rating; high review volume; very positive reactions","4.8","847","72","3","96",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_1380_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"1287","Dominique Ansel Teaches French Pastry Fundamentals","Business & Sales","9.1","Very strong metadata signal","strong source rating; very positive reactions","5","289","89","0","100",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_2928_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"638","Dr Puran Sharma All Courses Bundle","Business & Sales","9.1","Very strong metadata signal","strong source rating; high review volume; positive reactions","4.9","926","21","2","91.3",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_1845_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"1082","DV360 step by step Tutorial & Course 2026 By ""Senator We Run Ads""","Business & Sales","9.1","Very strong metadata signal","strong source rating; moderate review volume; very positive reactions","4.9","354","89","0","100",,"","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"841","Dyan Twin Flame & Pitru Dosha Release","Business & Sales","9.1","Very strong metadata signal","good source rating; high review volume; very positive reactions","4.8","787","72","3","96",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_2806_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"3182","Early Birds Trio Batch Class 12th 2025 26","Business & Sales","9.1","Very strong metadata signal","strong source rating; high review volume; very positive reactions","4.9","704","89","0","100",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_378_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"1505","Effective Interpersonal Skills","Business & Sales","9.1","Very strong metadata signal","good source rating; high review volume; very positive reactions","4.8","705","55","1","98.2",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_2468_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"545","Energy Thankfulness","Business & Sales","9.1","Very strong metadata signal","good source rating; high review volume; very positive reactions","4.8","885","55","1","98.2",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_1702_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"2925","English Foundation Live Online Course by Sanjana Mam EF1224","Business & Sales","9.1","Very strong metadata signal","good source rating; moderate review volume; very positive reactions","4.8","545","55","1","98.2",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_316_2sUM.jpg","English","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"1295","Esther Perel Teaches Relational Intelligence","Business & Sales","9.1","Very strong metadata signal","strong source rating; moderate review volume; very positive reactions","5","585","55","1","98.2",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_2965_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"2622","FACE READING COURSE BY TDG","Business & Sales","9.1","Very strong metadata signal","strong source rating; moderate review volume; very positive reactions","4.9","384","89","0","100",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_1756_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"1114","Financial Modeling & Valuations Video Course By Zebra Learn","Business & Sales","9.1","Very strong metadata signal","strong source rating; moderate review volume; positive reactions","4.9","688","38","4","90.5",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_1659_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"1297","Food Stories and Connections","Business & Sales","9.1","Very strong metadata signal","good source rating; moderate review volume; very positive reactions","4.8","659","89","0","100",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_1216_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"1117","Freedom Bundle + Hackathon 11 12 By Siddharth Rajsekar Internet Lifestyle Hub 2026","Business & Sales","9.1","Very strong metadata signal","good source rating; high review volume; very positive reactions","4.8","799","89","0","100",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_1808_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"3114","From Beginner to Advanced","Business & Sales","9.1","Very strong metadata signal","strong source rating; high review volume; positive reactions","4.9","738","38","4","90.5",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_2700_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"1299","Futura Teaches Spray-Painting Abstract Art","Business & Sales","9.1","Very strong metadata signal","strong source rating; high review volume; positive reactions","5","733","38","4","90.5",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_1299_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"2638","Futures & Options Master Class","Business & Sales","9.1","Very strong metadata signal","strong source rating; high review volume; positive reactions","4.9","976","21","2","91.3",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_593_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"926","GAP Growth Accelerator Program By Rajiv Talreja","Business & Sales","9.1","Very strong metadata signal","strong source rating; moderate review volume; very positive reactions","4.9","532","72","3","96",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_2290_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"1301","General Stanley McChrystal","Business & Sales","9.1","Very strong metadata signal","good source rating; high review volume; very positive reactions","4.8","807","72","3","96",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_949_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"3458","GET PAID TO TRAVEL COURSE","Business & Sales","9.1","Very strong metadata signal","strong source rating; high review volume; positive reactions","4.9","716","21","2","91.3",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_1541_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"2999","Get The Life You Want","Business & Sales","9.1","Very strong metadata signal","strong source rating; high review volume; positive reactions","5","733","38","4","90.5",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_2008_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"3225","Google Sheets Mastery","Business & Sales","9.1","Very strong metadata signal","good source rating; moderate review volume; very positive reactions","4.8","595","55","1","98.2",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_977_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"2659","Guardeer Mentorship 2024 2025","Business & Sales","9.1","Very strong metadata signal","strong source rating; high review volume; positive reactions","5","903","38","4","90.5",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_1500_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"3576","Guniguru Trade Mastery Course","Business & Sales","9.1","Very strong metadata signal","good source rating; high review volume; very positive reactions","4.7","832","72","3","96",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_1728_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"2720","Hand Embroidery Course December 2024","Business & Sales","9.1","Very strong metadata signal","good source rating; moderate review volume; very positive reactions","4.7","610","55","1","98.2",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_166_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"3566","Harappa Education Listening Actively Course","Business & Sales","9.1","Very strong metadata signal","strong source rating; moderate review volume; very positive reactions","4.9","462","72","3","96",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_2027_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"2051","Heal Your Past Trauma Unlimit Yourself","Business & Sales","9.1","Very strong metadata signal","strong source rating; moderate review volume; very positive reactions","5","507","72","3","96",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_2612_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"2294","How To earn 10000Rs Week!","Business & Sales","9.1","Very strong metadata signal","strong source rating; high review volume; positive reactions","4.9","998","38","4","90.5",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_214_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"3686","How to Find Your Passion by Seeken","Business & Sales","9.1","Very strong metadata signal","strong source rating; moderate review volume; very positive reactions","4.9","652","72","3","96",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_074_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"1116","How to Raise Your First Crore Fund Raise Video Course By Zebra Learn","Business & Sales","9.1","Very strong metadata signal","good source rating; high review volume; very positive reactions","4.7","762","72","3","96",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_2810_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"3623","How to Turn an Idea into a Billion Dollar Business","Business & Sales","9.1","Very strong metadata signal","strong source rating; high review volume; positive reactions","5","871","21","2","91.3",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_065_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"958","Image Management Classes by Dr. Kuiljeit Uppaal","Business & Sales","9.1","Very strong metadata signal","strong source rating; high review volume; positive reactions","4.9","866","21","2","91.3",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_1903_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"1696","Indian Ecom Meta Ads Mastery By Ecom Tushar","Business & Sales","9.1","Very strong metadata signal","good source rating; high review volume; very positive reactions","4.7","972","72","3","96",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_2067_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"2099","Intermediate Level A2 B1 Beginner English Course by Meera Mam","Business & Sales","9.1","Very strong metadata signal","strong source rating; moderate review volume; positive reactions","5","583","38","4","90.5",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_1400_2sUM.jpg","English","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"723","Intimacy Reset 2025","Business & Sales","9.1","Very strong metadata signal","strong source rating; moderate review volume; positive reactions","5","671","21","2","91.3",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_2906_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"1315","Issa Rae Teaches Creating Outside the Lines","Business & Sales","9.1","Very strong metadata signal","strong source rating; moderate review volume; very positive reactions","5","475","55","1","98.2",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_1602_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"2603","Jabalpur Share Bazar Course Available","Business & Sales","9.1","Very strong metadata signal","strong source rating; moderate review volume; positive reactions","5","531","21","2","91.3",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_1741_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"2471","JAN 2024 MENTORSHIP BATCH","Business & Sales","9.1","Very strong metadata signal","strong source rating; high review volume; very positive reactions","5","747","72","3","96",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_1340_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"2886","JasExplains Golden Nugget Audio Series","Business & Sales","9.1","Very strong metadata signal","strong source rating; high review volume; very positive reactions","4.9","802","72","3","96",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_307_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"1323","Jeff Koons Teaches Art and Creativity","Business & Sales","9.1","Very strong metadata signal","strong source rating; high review volume; positive reactions","5","771","21","2","91.3",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_341_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"2123","Jitesh Manwani 3300 Studio Setup Course","Business & Sales","9.1","Very strong metadata signal","strong source rating; moderate review volume; positive reactions","5","621","21","2","91.3",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_1913_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"3483","Jitesh Manwani Flat Hat Challenge 5 Days","Business & Sales","9.1","Very strong metadata signal","strong source rating; high review volume; positive reactions","5","791","21","2","91.3",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_2092_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"337","Jo Malone CBE - Think Like an Entrepreneur","Business & Sales","9.1","Very strong metadata signal","good source rating; high review volume; very positive reactions","4.8","839","89","0","100",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/msg-731_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"2152","Karmic Money Code Retreat 2025 Unlock Your Wealth Potential!","Business & Sales","9.1","Very strong metadata signal","good source rating; high review volume; very positive reactions","4.7","844","89","0","100",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_1305_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"1957","Kid's Ethnic Pair Workshop","Business & Sales","9.1","Very strong metadata signal","good source rating; moderate review volume; very positive reactions","4.8","429","89","0","100",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_1788_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"1805","Know your Profession Easy Way","Business & Sales","9.1","Very strong metadata signal","good source rating; high review volume; very positive reactions","4.8","755","55","1","98.2",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_1243_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"3062","Knowledge Club membership","Business & Sales","9.1","Very strong metadata signal","strong source rating; moderate review volume; very positive reactions","4.9","514","89","0","100",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_545_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"1576","KP Horary Complete Course","Business & Sales","9.1","Very strong metadata signal","good source rating; high review volume; very positive reactions","4.7","782","72","3","96",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_2948_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"1020","Lal Kitab Basic Course By Rahul Kaushik Sir","Business & Sales","9.1","Very strong metadata signal","good source rating; moderate review volume; very positive reactions","4.7","610","55","1","98.2",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_1158_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"3021","Leadership Development Program","Business & Sales","9.1","Very strong metadata signal","good source rating; moderate review volume; very positive reactions","4.8","697","72","3","96",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_1703_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"971","Learn Jazz in 30 Days STAGE 1 By Adit Kundra","Business & Sales","9.1","Very strong metadata signal","strong source rating; moderate review volume; very positive reactions","5","497","72","3","96",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_2724_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"979","Learn RAP With Raftaar : Rap Your Hearts Out With Raftaar","Business & Sales","9.1","Very strong metadata signal","strong source rating; high review volume; positive reactions","5","793","38","4","90.5",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_3192_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
"2811","Learn The Art Of Decision Making","Business & Sales","9.1","Very strong metadata signal","strong source rating; moderate review volume; very positive reactions","5","577","72","3","96",,"CDN1%20Ultra%20Premium%20Courses%20Portal_files/poster_509_2sUM.jpg","English / Unspecified","1","AI metadata rating based on source rating/review volume/reactions/title clarity; not a review of lesson content."
